scenario_id,Компонент,Наименование партии,"Массовая доля, %","Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория",% масс. (Mo),CAS,COC (°C),SMILES для наиболее вероятной (средней) молекулы сульфокислоты,"Активный Азот / Кислород, % масс. (N или O)",Анилиновая точка,Атомное отношение P:Zn,Группа по API,Деаэрация | ASTM D3427,Деэм.вода | ASTM D1401,Деэм.время | ASTM D1401,Деэм.масло | ASTM D1401,Деэм.эмульсия | ASTM D1401,"Динамическая вязкость CCS -15°C, ASTM D5293","Динамическая вязкость CCS -20°C, ASTM D5293","Динамическая вязкость CCS -25°C, ASTM D5293","Динамическая вязкость CCS -30°C, ASTM D5293","Динамическая вязкость CCS -35°C, ASTM D5293","Дипольный момент, Д",Длина углеродной цепи,"Индекс вязкости, ГОСТ 25371",Индекс полидисперсности,"Индекс стабильности, %","Испаряемость по NOACK, ASTM D5800",Категория,Кинематическая вязкость,"Кинематическая вязкость, при -30⁰С | ASTM D445","Кинематическая вязкость, при 100°C, ASTM D445","Кинематическая вязкость, при 40°C, ASTM D445","Кислотное число, ГОСТ 11362",Класс полиамина,Класс субстрата,"Масса гидрофобного хвоста, г/моль","Массовая доля кальция, ASTM D6481","Массовая доля серы, ASTM D6481","Массовая доля сульфатной золы, ГОСТ 12417",Массовая доля фосфора | ASTM D6481,"Массовая доля фосфора, ASTM D6481","Массовая доля цинка, ASTM D6481",Модификация,Номер CAS,Номер CAS / SMILES,Общее содержание азота | ASTM D3228,Определение содержания воды методом Карла Фишера | ASTM D 6304,Отношение S:Mo,Отношение Мыло/Основание,"Плотность при 15°С, ASTM D4052","Плотность при 20°С, ASTM D4052",Последовательность 1 | ASTM D892,Последовательность 2 | ASTM D892,Последовательность 3 | ASTM D892,"Потенциал ионизации,эВ",Происхождение,Разветвленность радикала / радикалов,"Размер мицелл, нм","Содержание MgCO3, CaCO3, % масс.",Содержание Азота,Содержание Бора,Содержание ароматики,"Содержание воды, % масс.","Содержание других элементов (например, бора)",Содержание масла,"Содержание масла, % масс.","Содержание металла (Ca/Mg), % масс.","Содержание мыла, % масс.",Содержание насыщ. у/в,Содержание полимера,"Содержание серы, % масс.","Содержание серы, мг/кг",Соотношение мономеров (EO:PO),Средневесовая масса,Степень полисульфидности,Структура УВ-радикала,"Температура застывания, ГОСТ 20287, метод Б","Температура плавления, °C",Температура проведения теста | -,"Температура разложения, °C",Тип АО,Тип лиганда,Тип полимера,Тип спиртового радикала,Тип сукцинимида,Цвет | ASTM D1500,Цвет Сейболт | -,"Щелочное число, ASTM D2896","Щелочное число, ГОСТ 11362","Энергия ВЗМО, эВ"
train_35,Базовое_масло_2,01940.22,10.849,160,168,45.82,106.86,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_35,Базовое_масло_7,01768.22,52.443,160,168,45.82,106.86,0,1,,,,,,,,1.0,,,,,,5667.0,12160.0,25000.0,50000.0,,,,90.0,,,6.5,,,,9.146,78.02,,,,,0.00015,0.07599,,,4e-05,2.4e-05,,,,,,,,,,20.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-19.0,,,,,,,,,,,,,
train_35,Депрессорная_присадка_2,п.12,26.931,160,168,45.82,106.86,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_35,Детергент_13,бочка 14,38.465,160,168,45.82,106.86,0,1,,,,CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].CCCCCCCCCCCc1ccccc1S(=O)(=O)[O-].[Ca+2],,,,,,,,,,,,,,,,,,,,,,,,88.76,,,,Сульфонат кальция,,,,,,,,,нет,,,,,0.7142857143,,,,,,,,,10-14,35.0,,,,"<0,3",,,45.0,15.5,25.0,,,1.6,,,,,C11H23,,,,,,,,,,,,400.0,399.0,
train_35,Детергент_4,0338.22,50.431,160,168,45.82,106.86,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,16.68,,,,Салицилат кальция,,6.144,,,,,0.0064,,нет,,,,,3.0,,,,,,,,,2026-10-08 00:00:00,10.0,,,,0.09,,,60.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,168.0,,
train_35,Дисперсант_1,36524.20,33.644,160,168,45.82,106.86,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,245.86,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,"49,1",,
train_35,Загуститель_1,"01935.22 (8,2%)",43.118,160,168,45.82,106.86,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,327.5,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_35,Противоизносная_присадка_8,0186.22,90.699,160,168,45.82,106.86,0,1,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,13.74,,,,,,0.001,15.0,,,8.049,9.095,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,,,,,,,,,,,,,,,,,,,,,Первичный,,,,17.8,,
train_36,Антиоксидант_5,32,14.828,160,168,25.34,103.54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_36,Антиоксидант_6,13799.21,50.431,160,168,25.34,103.54,0,1,,,,,4.102564103,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,125643-61-0,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,-31.0,,,Фенол,,,,,,,,,-5.73
train_36,Базовое_масло_10,01936.22 (CCS 2700),11.036,160,168,25.34,103.54,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,531.0,865.0,1493.0,2674.0,,,,112.0,,,13.4,,,,4.66,23.95,,,,,0.0002,0.0006,,,0.0001,0.0001,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,0.2,,,,,-24.0,,,,,,,,,,,,,
train_36,Базовое_масло_2,01940.22,62.737,160,168,25.34,103.54,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_36,Базовое_масло_2,01940.22,7.04,160,168,25.34,103.54,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_36,Базовое_масло_7,01768.22,52.443,160,168,25.34,103.54,0,1,,,,,,,,1.0,,,,,,5667.0,12160.0,25000.0,50000.0,,,,90.0,,,6.5,,,,9.146,78.02,,,,,0.00015,0.07599,,,4e-05,2.4e-05,,,,,,,,,,20.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-19.0,,,,,,,,,,,,,
train_36,Депрессорная_присадка_2,п.12,26.931,160,168,25.34,103.54,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_36,Детергент_1,0174.22,38.465,160,168,25.34,103.54,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,Сульфонат кальция,,11.2,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,405.8,,
train_36,Детергент_4,0338.22,50.431,160,168,25.34,103.54,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,16.68,,,,Салицилат кальция,,6.144,,,,,0.0064,,нет,,,,,3.0,,,,,,,,,2026-10-08 00:00:00,10.0,,,,0.09,,,60.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,168.0,,
train_36,Дисперсант_1,36524.20,33.644,160,168,25.34,103.54,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,245.86,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,"49,1",,
train_36,Загуститель_1,"01935.22 (8,2%)",43.118,160,168,25.34,103.54,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,327.5,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_36,Противоизносная_присадка_8,0186.22,90.699,160,168,25.34,103.54,0,1,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,13.74,,,,,,0.001,15.0,,,8.049,9.095,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,,,,,,,,,,,,,,,,,,,,,Первичный,,,,17.8,,
train_37,Антиоксидант_5,32,14.828,160,168,3.81,89.11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_37,Антиоксидант_6,13799.21,17.074,160,168,3.81,89.11,0,1,,,,,4.102564103,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,125643-61-0,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,-31.0,,,Фенол,,,,,,,,,-5.73
train_37,Базовое_масло_10,01936.22 (CCS 2700),11.036,160,168,3.81,89.11,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,531.0,865.0,1493.0,2674.0,,,,112.0,,,13.4,,,,4.66,23.95,,,,,0.0002,0.0006,,,0.0001,0.0001,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,0.2,,,,,-24.0,,,,,,,,,,,,,
train_37,Базовое_масло_2,01940.22,62.737,160,168,3.81,89.11,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_37,Базовое_масло_2,01940.22,3.393,160,168,3.81,89.11,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_37,Базовое_масло_7,01768.22,52.443,160,168,3.81,89.11,0,1,,,,,,,,1.0,,,,,,5667.0,12160.0,25000.0,50000.0,,,,90.0,,,6.5,,,,9.146,78.02,,,,,0.00015,0.07599,,,4e-05,2.4e-05,,,,,,,,,,20.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-19.0,,,,,,,,,,,,,
train_37,Депрессорная_присадка_2,п.12,26.931,160,168,3.81,89.11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_37,Детергент_1,0174.22,38.465,160,168,3.81,89.11,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,Сульфонат кальция,,11.2,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,405.8,,
train_37,Детергент_4,0338.22,50.431,160,168,3.81,89.11,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,16.68,,,,Салицилат кальция,,6.144,,,,,0.0064,,нет,,,,,3.0,,,,,,,,,2026-10-08 00:00:00,10.0,,,,0.09,,,60.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,168.0,,
train_37,Дисперсант_1,36524.20,33.644,160,168,3.81,89.11,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,245.86,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,"49,1",,
train_37,Загуститель_1,"01935.22 (8,2%)",43.118,160,168,3.81,89.11,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,327.5,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_37,Противоизносная_присадка_10,02028.22,42.666,160,168,3.81,89.11,0,1,,,,,,,0.85,,,,,,,,,,,,,14.8,,,,,,,,11.59,,,,,,,17.8,,,9.4,11.1,,нет,,,,,,,,,,,,,"н-бутил - 70%, изопропил - 30%",,,,,,,,,,,,,,,,,,,,,,,,,,,Смешанный,,,,18.7,16.08,
train_37,Противоизносная_присадка_2,0112.22,42.666,160,168,3.81,89.11,0,1,,,,,,,0.87,,,,,,,,,,,,,20.0,,,,,,,,13.37,,,,,,0.0,15.95,,,8.22,9.65,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,"0,05 (B)",,,,,,,,,,,,,,,,,,,,Первичный,,,,19.65,,
train_38,Антиоксидант_5,32,14.828,160,168,-0.56,73.21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_38,Антиоксидант_6,13799.21,17.074,160,168,-0.56,73.21,0,1,,,,,4.102564103,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,125643-61-0,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,-31.0,,,Фенол,,,,,,,,,-5.73
train_38,Базовое_масло_10,01936.22 (CCS 2700),11.036,160,168,-0.56,73.21,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,531.0,865.0,1493.0,2674.0,,,,112.0,,,13.4,,,,4.66,23.95,,,,,0.0002,0.0006,,,0.0001,0.0001,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,0.2,,,,,-24.0,,,,,,,,,,,,,
train_38,Базовое_масло_2,01940.22,62.737,160,168,-0.56,73.21,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_38,Базовое_масло_2,01940.22,49.496,160,168,-0.56,73.21,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_38,Базовое_масло_7,01768.22,89.598,160,168,-0.56,73.21,0,1,,,,,,,,1.0,,,,,,5667.0,12160.0,25000.0,50000.0,,,,90.0,,,6.5,,,,9.146,78.02,,,,,0.00015,0.07599,,,4e-05,2.4e-05,,,,,,,,,,20.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-19.0,,,,,,,,,,,,,
train_38,Депрессорная_присадка_2,п.12,26.931,160,168,-0.56,73.21,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_38,Детергент_4,0338.22,50.431,160,168,-0.56,73.21,0,1,,,,O=C(O[Ca]OC(C1=C(O)C=C(CCCCCCCCCCCCCCCCC)C=C1)=O)C2=CC=C(CCCCCCCCCCCCCCCC)C=C2O,,,,,,,,,,,,,,,,,,,,,,,,16.68,,,,Салицилат кальция,,6.144,,,,,0.0064,,нет,,,,,3.0,,,,,,,,,2026-10-08 00:00:00,10.0,,,,0.09,,,60.0,6.34,30.0,,,,,,,,C17H35,,,,,,,,,,,,168.0,,
train_38,Детергент_6,02034.22,14.453,160,168,-0.56,73.21,0,1,,,,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1,,,,,,,,,,,,,,,,,,,,,,,,215.7,,,,Фенолят кальция,,10.33,2.81,,,0.0012,0.001,,68784-26-9,,,,,2.0,1.09,,,,,,,,2026-10-08 00:00:00,20.0,,,,0.05,,,40.0,5.6,40.0,,,3.3,,,,1.62,С11H23,,,,,,,,,,,,272.7,,
train_38,Дисперсант_1,36524.20,33.644,160,168,-0.56,73.21,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,245.86,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,"49,1",,
train_38,Загуститель_1,"01935.22 (8,2%)",43.118,160,168,-0.56,73.21,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,327.5,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_38,Противоизносная_присадка_8,0186.22,90.699,160,168,-0.56,73.21,0,1,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,13.74,,,,,,0.001,15.0,,,8.049,9.095,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,,,,,,,,,,,,,,,,,,,,,Первичный,,,,17.8,,
train_39,Антиоксидант_5,32,14.828,160,168,15.83,96.16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_39,Антиоксидант_6,13799.21,17.074,160,168,15.83,96.16,0,1,,,,,4.102564103,,,,,,,,,,,,,,2.58,,,,,,,,,,,,,,,,,,,,,,,125643-61-0,,,,,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,-31.0,,,Фенол,,,,,,,,,-5.73
train_39,Базовое_масло_10,01936.22 (CCS 2700),11.036,160,168,15.83,96.16,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,531.0,865.0,1493.0,2674.0,,,,112.0,,,13.4,,,,4.66,23.95,,,,,0.0002,0.0006,,,0.0001,0.0001,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,0.2,,,,,-24.0,,,,,,,,,,,,,
train_39,Базовое_масло_2,01940.22,62.737,160,168,15.83,96.16,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_39,Базовое_масло_2,01940.22,82.954,160,168,15.83,96.16,0,1,,,,,,,,1.0,,39.0,5.0,41.0,0.0,1067.0,2049.0,4252.0,9446.0,,,,99.0,,,15.0,,,,5.25,31.12,,,,,0.00014,0.032,,,3e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-16.0,,,,,,,,,,,,,
train_39,Базовое_масло_7,01768.22,89.598,160,168,15.83,96.16,0,1,,,,,,,,1.0,,,,,,5667.0,12160.0,25000.0,50000.0,,,,90.0,,,6.5,,,,9.146,78.02,,,,,0.00015,0.07599,,,4e-05,2.4e-05,,,,,,,,,,20.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-19.0,,,,,,,,,,,,,
train_39,Депрессорная_присадка_2,п.12,26.931,160,168,15.83,96.16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_39,Детергент_1,0174.22,38.465,160,168,15.83,96.16,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,Сульфонат кальция,,11.2,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,405.8,,
train_39,Детергент_6,02034.22,52.471,160,168,15.83,96.16,0,1,,,,CCCCCCCCCCCC1=CC2=C(O[Ca]OC3=CC=C(CCCCCCCCCCC)C=C3S2)C=C1,,,,,,,,,,,,,,,,,,,,,,,,215.7,,,,Фенолят кальция,,10.33,2.81,,,0.0012,0.001,,68784-26-9,,,,,2.0,1.09,,,,,,,,2026-10-08 00:00:00,20.0,,,,0.05,,,40.0,5.6,40.0,,,3.3,,,,1.62,С11H23,,,,,,,,,,,,272.7,,
train_39,Дисперсант_1,36524.20,33.644,160,168,15.83,96.16,0,1,,,,,,,,,,,,,,,,,,,,,,1.6,,,,216.0,,245.86,,,TEPA,,1300.0,,,,,,,Неборированный,67762-72-5,,,,,,,,,,,,,,,,2.1,0.0,,,,45.0,,,,,,,,,,,,,,,,,,,,Моно,,,"49,1",,
train_39,Загуститель_1,"01935.22 (8,2%)",43.118,160,168,15.83,96.16,0,1,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,327.5,,,,,,,,,,,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,1.04,30000.0,,,,,,,,,OCP,,,,,,,
train_39,Противоизносная_присадка_8,0186.22,90.699,160,168,15.83,96.16,0,1,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,13.74,,,,,,0.001,15.0,,,8.049,9.095,,нет,,,,,,,,,,,,,"изобутил - 75%, 2-этилгексил - 25%",,,,,,,,,,,,,,,,,,,,,,,,,,,Первичный,,,,17.8,,
train_40,Антиоксидант_1,02717.22,17.074,160,168,0.71,72.96,0,1,,,,,4.102564103,,,,,,,,,,,,,,1.66,,,,,,,,,6.65,,,,,,,,,,,,,,"125643-61-0,144429-84-5",,,,,,,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,<5,,,Фенол,,,,,,,,,-5.58
train_40,Антиоксидант_4,01050.22,14.828,160,168,0.71,72.96,0,1,,,,,4.43,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,68411-46-1,,,,,,,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,-31.0,,> 350 °C,Дифениламин,,,,,,,,,-4.98
train_40,Базовое_масло_10,02597.22,11.036,160,168,0.71,72.96,0,1,,,,,,,,3.0,,40.0,5.0,40.0,0.0,463.0,757.0,1182.0,2063.0,3819.0,,,113.0,,,14.7,,,,4.38,"21,53",,,,,3e-05,2e-05,,,7e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,гидрокрекинг,,,,,,,,,,,,,>95,,,0.2,,,,,-26.0,,,,,,,,,,,,,
train_40,Базовое_масло_2,02596.22,98.63,160,168,0.71,72.96,0,1,,,,,,,,1.0,,38.0,5.0,42.0,0.0,1220.0,2250.0,4642.0,10272.0,21000.0,,,96.0,,,14.0,,,,5.37,32.61,,,,,3e-05,0.028,,,5e-05,1e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-18.0,,,,,,,,,,,,,
train_40,Базовое_масло_2,02596.22,39.099,160,168,0.71,72.96,0,1,,,,,,,,1.0,,38.0,5.0,42.0,0.0,1220.0,2250.0,4642.0,10272.0,21000.0,,,96.0,,,14.0,,,,5.37,32.61,,,,,3e-05,0.028,,,5e-05,1e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<2000,,,,,-18.0,,,,,,,,,,,,,
train_40,Базовое_масло_7,02595.22,52.443,160,168,0.71,72.96,0,1,,,,,,,,1.0,,39.0,5.0,41.0,5.0,5596.0,11861.0,24000.0,,,,,92.0,,,8.0,,,,9.25,78.65,,,,,3e-05,0.046,,,8e-05,5e-05,,,,,,,,,,0.0,0.0,0.0,,минеральное,,,,,,,,,,,,,,,,<3000,,,,,-18.0,,,,,,,,,,,,,
train_40,Депрессорная_присадка_2,п.12,26.931,160,168,0.71,72.96,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,2288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train_40,Детергент_1,0174.22,38.465,160,168,0.71,72.96,0,1,,,,O=S(C1=CC=C(CCCCCCCCCCCCCCCCCCCC)C=C1)(O[Ca]OS(C2=CC=C(CCCCCCCCCCCCCCCCCCCCC)C=C2)(=O)=O)=O,,,,,,,,,,,,,,,,,,,,,,,,163.5,,11.2,,Сульфонат кальция,,11.2,,,,,,,290-636-7,,,,,0.6571428571,,,,,,,,,10-14,35.0,,,,"<0,3",,,38.0,15.54,23.0,,,1.6,,,,,C21H43,,,,,,,,,,,,405.8,,
