scenario_id,target_viscosity_delta_pct,target_oxidation_acm,temperature_c,time_h,biofuel_pct,catalyst_category,severity_exp,temperature_x_time,temperature_x_biofuel,interaction__biofuel_x_zddp,base_oil__kv40__wm,base_oil__kv100__wm,base_oil__ccs_m35__wm,base_oil__pour_point_c__max,catcount__base_oil__группа_по_api__1,textnum__base_oil__происхождение__origin_is_mineral__wm,family_total_dose__antiwear,antiwear__sulfur_pct__wm,antiwear__chain_length__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_secondary__wm,textnum__antiwear__тип_спиртового_радикала__radical_is_mixed__wm,textnum__antioxidant__тип_ао__ao_type_is_phenol__wm,textnum__antioxidant__тип_ао__ao_type_is_diphenylamine__wm,antioxidant__ionization_ev__wm,antioxidant__bde_xh_kcal__wm,detergent__tbn_astm__wm,severity_x_biofuel,severity_x_catalyst,regime_load,base_oil_visc_ratio,antiwear_severity,antioxidant_balance
train_167,-37.0,41.93,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,28.162431941094795,5.157663889497917,4420.0,-15.0,0.0,0.0,31.092,,,,,0.0,1.0,7.18,361.94,328.2,0.0,456.6713471811196,456.6713471811196,5.460307717693547,14198.825526555369,-1.0
train_17,-35.6,76.37,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,28.162431941094795,5.157663889497917,4420.0,-15.0,0.0,0.0,31.092,15.0,20.0,0.0,0.0,0.0,1.0,7.18,361.94,328.2,0.0,456.6713471811196,456.6713471811196,5.460307717693547,14198.825526555369,-1.0
train_18,-18.1,39.15,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,26.654787349723453,4.644689621672941,200.0,-15.0,1.0,0.2442400891999602,26.586,17.42,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,244.6042922797993,0.0,456.6713471811196,456.6713471811196,5.738766100827817,12141.064436157245,0.07040310952291401
train_19,-17.2,39.27,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,25.60148039889393,4.504003406314834,200.0,-15.0,1.0,0.0996412847988268,31.092,17.68,,0.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,244.6042922797993,0.0,456.6713471811196,456.6713471811196,5.684160976210497,14198.825526555369,0.07040310952291401
train_2,20.5,112.37,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,38.98779589651316,5.426050075214808,200.0,0.0,2.0,0.4743522966923695,99.235,15.000000000000002,20.0,0.0,0.0,0.5,0.5,6.779999999999999,365.97,353.2432267355249,0.0,456.6713471811196,456.6713471811196,7.1852996850512305,45317.7811375184,0.0
train_20,-17.51,97.66,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,17.992272724901262,3.680304200382944,1684.358753043526,-14.0,1.0,0.2371799888351515,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.199999999999999,362.92,290.13946155450736,0.0,456.6713471811196,456.6713471811196,4.88880042117962,41419.63451798036,1.0
train_21,-18.94,66.79,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,30.413966394407144,5.200363691423825,2866.0,-14.0,1.0,0.7866858171246626,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.199999999999999,362.92,264.3997513817438,0.0,456.6713471811196,456.6713471811196,5.848430648141842,41419.63451798036,1.0
train_22,-9.85,70.21,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,52.24098399270671,6.986270703275039,19501.00389751049,-18.0,2.0,0.948928450777226,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,248.91789855378,0.0,456.6713471811196,456.6713471811196,7.4776638655323024,42067.651159630375,1.0
train_23,-9.94,65.94,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,71.17386061254179,8.613972369143617,7646.276780054934,-18.0,2.0,0.8936770812258543,92.118,17.8,14.8,0.0,1.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,357.191473776736,0.0,456.6713471811196,456.6713471811196,8.262606096520106,42067.651159630375,0.07040310952291401
train_24,-19.12,64.96,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,47.04116074162272,6.558155536655894,20072.14259708738,-18.0,2.0,0.9624562000340194,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,316.20480032661135,0.0,456.6713471811196,456.6713471811196,7.172925448122223,42067.651159630375,1.0
train_25,-11.39,24.69,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,53.41726579782512,7.083117087598653,19340.761181360755,-18.0,2.0,0.9458682611233464,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,372.1959630558444,0.0,456.6713471811196,456.6713471811196,7.541491286562207,42067.651159630375,1.0
train_26,30.81,98.18,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,46.28280342769767,6.521923885573513,19084.77170937667,-16.0,3.0,0.9609375553054276,90.699,16.97,20.0,0.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,248.7152085002319,0.0,456.6713471811196,456.6713471811196,7.096495488099021,41419.63451798036,0.07040310952291401
train_27,25.67,97.77,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,46.14432100862942,6.513593100714281,4211.0,-16.0,3.0,0.9609375553054276,90.699,15.0,20.0,0.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,248.7152085002319,0.0,456.6713471811196,456.6713471811196,7.084311269546332,41419.63451798036,0.07040310952291401
train_28,69.8,126.22,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,48.18263841919872,6.620525229020566,21280.10859362979,0.0,2.0,0.9294495195842152,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,345.0920856220903,0.0,456.6713471811196,456.6713471811196,7.277766756026215,41419.63451798036,1.0
train_29,53.13,119.83,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,45.17407513413145,6.37337462427805,21474.741690348383,0.0,2.0,0.9433929359144022,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,345.0920856220903,0.0,456.6713471811196,456.6713471811196,7.087936579477091,41419.63451798036,1.0
train_3,-20.3,36.33,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.63056659317455,4.679063410241282,532.4103360365935,-18.0,1.0,0.2748066950284135,26.586,17.6,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.905148994710833,12141.064436157245,0.07040310952291401
train_30,68.02,116.66,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,50.33301032356911,6.797176230255718,21115.39330197821,0.0,2.0,0.9194834567540948,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.40498828021052,41419.63451798036,1.0
train_31,68.02,116.66,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,50.33301032356911,6.797176230255718,21115.39330197821,0.0,2.0,0.9194834567540948,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.40498828021052,41419.63451798036,1.0
train_32,-9.77,60.23,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,46.337632378042144,6.514530343227191,,-16.0,2.0,0.9294495195842152,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.112965929495885,42067.651159630375,1.0
train_33,-9.77,60.23,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,46.337632378042144,6.514530343227191,,-16.0,2.0,0.9294495195842152,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.112965929495885,42067.651159630375,1.0
train_34,-9.77,60.23,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,46.337632378042144,6.514530343227191,,-16.0,2.0,0.9294495195842152,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.112965929495885,42067.651159630375,1.0
train_35,45.82,106.86,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,48.48729712180352,6.69315972713676,,-16.0,2.0,0.9194834567540948,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,268.385619150468,0.0,456.6713471811196,456.6713471811196,7.244305992761016,41419.63451798036,1.0
train_36,25.34,103.54,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,48.98372531068019,6.734411118448699,,-16.0,2.0,0.9171819655400132,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.200000000000001,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.273646418242996,41419.63451798036,1.0
train_37,3.81,89.11,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,49.486383353007895,6.776180188104223,,-16.0,2.0,0.914851592096228,85.332,16.875,17.4,0.0,0.5,1.0,0.0,7.2,362.92,270.89525962922966,0.0,456.6713471811196,456.6713471811196,7.3029910627056,38968.679397659296,1.0
train_38,-0.56,73.21,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,50.48898664424264,6.859279822612241,,-16.0,2.0,0.9481554209905716,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,191.32206861475865,0.0,456.6713471811196,456.6713471811196,7.3606833297281575,41419.63451798036,1.0
train_39,15.83,96.16,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,47.85812272404344,6.640693465949457,,-16.0,2.0,0.9551974018065564,90.699,15.0,20.0,0.0,0.0,1.0,0.0,7.2,362.92,328.99994171725166,0.0,456.6713471811196,456.6713471811196,7.2067959422368695,41419.63451798036,1.0
train_4,-20.6,37.95,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,26.238338983322198,4.476578348068664,532.4103360365935,-18.0,1.0,0.0653144048700636,38.465,17.6,6.0,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.861248691121924,17565.863369321767,0.07040310952291401
train_40,0.71,72.96,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,44.00217546022028,6.32698580573337,19725.442704937315,-18.0,2.0,0.9451512862311636,26.586,15.97,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,272.0298663606912,0.0,456.6713471811196,456.6713471811196,6.954682183789082,12141.064436157245,0.07040310952291401
train_41,-12.6,65.25,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,52.33655072320922,7.0293874282334965,19326.733711623147,-18.0,2.0,0.9456126949708008,92.118,17.8,14.8,0.0,1.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,248.7152085002319,0.0,456.6713471811196,456.6713471811196,7.44539282512723,42067.651159630375,0.07040310952291401
train_42,-4.77,71.94,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,64.52934100985614,8.055038754744665,15704.532313020163,-18.0,2.0,0.9119964275461708,92.118,17.8,14.8,0.0,1.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,273.5773106948258,0.0,456.6713471811196,456.6713471811196,8.011052829739196,42067.651159630375,0.07040310952291401
train_43,-7.86,70.0,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,60.3742203576197,7.655901510589837,17999.374647887325,-18.0,2.0,0.9277691965337592,92.118,17.8,14.8,0.0,1.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,301.24391418396266,0.0,456.6713471811196,456.6713471811196,7.885971400508294,42067.651159630375,0.07040310952291401
train_44,4.35,27.49,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,28.23965474715982,4.874827640514222,4201.8670230737125,-16.0,1.0,0.3185594089006577,26.586,17.6,,1.0,0.0,0.535201554761457,0.464798445238543,6.636185819070905,357.3420168014544,247.55049120883757,0.0,456.6713471811196,456.6713471811196,5.792954506219415,12141.064436157245,0.07040310952291401
train_45,-25.97,30.58,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,20.63301882058514,4.028045974821194,4201.8670230737125,-16.0,1.0,0.229054714991679,27.784,17.6,6.000000000000001,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,247.55049120883757,0.0,456.6713471811196,456.6713471811196,5.122339454306016,12688.156710080226,0.07040310952291401
train_46,-23.35,25.82,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.31936982147433,4.640267975356624,,-18.0,1.0,0.1936474972238831,26.586,17.6,,1.0,0.0,0.535201554761457,0.464798445238543,6.863937057237791,363.1798852736506,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.887455200122299,12141.064436157245,0.07040310952291401
train_47,-12.23,57.42,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.17416939134003,4.976981882524907,3353.986198635487,-16.0,1.0,0.4940890615583849,47.162,,,,,,,,,,0.0,456.6713471811196,456.6713471811196,5.459969522242688,21537.53407575596,
train_48,5.59,36.92,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,26.131283304613746,4.873284654030046,3750.4308916168,-16.0,1.0,0.3740941193602408,11.768,,,,,,,,,,0.0,456.6713471811196,456.6713471811196,5.36214999938574,5374.108413627416,
train_49,-19.33,31.16,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,26.333873439522307,4.893428786527167,3686.3458645961327,-16.0,1.0,0.3974042314018904,7.659,,,,,,,,,,0.0,456.6713471811196,456.6713471811196,5.381476790267398,3497.645848060195,
train_5,-18.9,34.9,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.51773233586408,4.662652838115698,532.4103360365935,-18.0,1.0,0.2578282162186212,51.239,17.6,6.0,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.90173304581362,23399.383158213386,0.07040310952291401
train_50,-12.44,66.03,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,37.488928479403576,5.054152824062941,,-15.0,1.0,0.3948835331707149,31.092,17.42,,1.0,0.0,0.7674823984420749,0.2325176015579251,7.180000000000001,356.759493810516,196.93890007564372,0.0,456.6713471811196,456.6713471811196,7.417450517308836,14198.825526555369,0.5349647968841498
train_51,-8.49,86.06,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,34.51278784420031,4.937649955283973,,-15.0,1.0,0.3199753626869982,61.862,17.42,,1.0,0.0,0.612697698089571,0.3873023019104291,7.179999999999999,357.8042905378954,241.6983744299949,0.0,456.6713471811196,456.6713471811196,6.989719432676028,28250.60287931842,0.2253953961791419
train_52,-10.35,24.07,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.205379233122132,3.133536596023597,6189.3780860825855,-18.0,1.0,0.2483122132401136,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.199999999999999,362.92,253.4587733557727,0.0,456.6713471811196,456.6713471811196,4.852465821658981,42067.651159630375,1.0
train_53,-10.17,29.96,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.292295390454948,3.155640822191008,6131.009725185764,-18.0,1.0,0.2437247354256242,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.199999999999999,362.92,281.19011795737924,0.0,456.6713471811196,456.6713471811196,4.846019002833561,42067.651159630375,1.0
train_54,-9.59,32.08,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,14.887860878691582,3.052786391067315,6402.606862773679,-18.0,1.0,0.2650709891839888,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.199999999999999,362.92,362.81180547533785,0.0,456.6713471811196,456.6713471811196,4.876810549946958,42067.651159630375,1.0
train_55,-9.39,31.54,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,14.042164496855984,2.8377117183401794,6970.532472221653,-18.0,1.0,0.3097072629047531,92.118,17.8,14.8,0.0,1.0,1.0,0.0,7.199999999999999,362.92,234.0383291403617,0.0,456.6713471811196,456.6713471811196,4.948411216721288,42067.651159630375,1.0
train_56,-12.46,31.79,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.24947245242858,3.3414512854876373,9934.653083579802,-18.0,1.0,0.223992156012574,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.862998459083387,12141.064436157245,-0.353304197483431
train_57,-11.27,27.83,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.128211269034924,3.08156696772345,12859.63306102835,-18.0,1.0,0.2713749320980653,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,334.5337796765075,0.0,456.6713471811196,456.6713471811196,4.9092592916165305,12141.064436157245,-0.353304197483431
train_58,-10.34,25.27,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.100589525512504,3.3069434130477733,10271.4081250221,-18.0,1.0,0.230283719917128,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.8687224165936795,12141.064436157245,-0.353304197483431
train_59,-11.63,25.33,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.000313805804605,3.283701649763214,10506.052626294892,-18.0,1.0,0.2345212178739824,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.872645420438357,12141.064436157245,-0.353304197483431
train_6,-17.83,32.12,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.471309727359337,4.6559011513205375,532.4103360365935,-18.0,1.0,0.2508428795524317,90.699,17.6,6.0,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.900320654266412,41419.63451798036,0.07040310952291401
train_60,-11.57,27.21,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.323062113994313,3.126729218640565,12279.303632377208,-18.0,1.0,0.2631408345536949,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.900668091961111,12141.064436157245,-0.353304197483431
train_61,-11.12,28.47,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.000313805804605,3.283701649763214,10506.052626294892,-18.0,1.0,0.2345212178739824,26.586,15.97,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.872645420438357,12141.064436157245,-0.353304197483431
train_62,-8.33,27.92,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,13.960638029192443,2.810948507573245,17252.565740934086,-18.0,1.0,0.3207147845840182,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,261.77463332316034,0.0,456.6713471811196,456.6713471811196,4.966522151359142,12141.064436157245,-0.353304197483431
train_63,-8.37,27.75,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.332405666783064,3.3606734276180497,9752.83043075232,-18.0,1.0,0.2204875257051953,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,334.5337796765075,0.0,456.6713471811196,456.6713471811196,4.8598609827908845,12141.064436157245,-0.353304197483431
train_64,-9.63,27.94,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,16.609742126342613,3.3886383579100667,10241.31202238646,-18.0,1.0,0.2531676679410158,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,262.23127659192505,0.0,456.6713471811196,456.6713471811196,4.901597742813318,12141.064436157245,-0.353304197483431
train_65,-10.22,27.95,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.044836744721378,2.940039711653014,18573.29836677555,-18.0,1.0,0.3744068492505267,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,262.23127659192505,0.0,456.6713471811196,456.6713471811196,5.1172222895800745,12141.064436157245,-0.353304197483431
train_66,-9.86,25.36,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,14.976607547906388,2.933041845313016,18539.6072795147,-18.0,1.0,0.3744068492505267,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,262.23127659192505,0.0,456.6713471811196,456.6713471811196,5.106169068756698,12141.064436157245,-0.353304197483431
train_67,-9.08,28.36,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,15.987593047034762,3.2150770638252077,12744.71246516117,-18.0,1.0,0.299354213755247,26.586,16.41,,1.0,0.0,0.3233479012582845,0.6766520987417155,7.18,359.7574016665066,262.23127659192505,0.0,456.6713471811196,456.6713471811196,4.972693571460828,12141.064436157245,-0.353304197483431
train_68,-27.19,12.61,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_69,-26.61,11.28,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_7,-18.1,36.52,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.222590696436807,4.6197275486111335,532.4103360365935,-18.0,1.0,0.2134174478017629,29.196,16.88,,0.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.892683152845444,13332.976652299969,0.07040310952291401
train_70,-25.66,10.78,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_71,-26.04,11.11,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_72,-25.32,12.53,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_73,-27.28,12.93,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,22.397705444749267,4.497677599004804,4367.156249227652,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,299.7955025597823,0.0,456.6713471811196,456.6713471811196,4.979837916729554,12141.064436157245,-0.9851353493369028
train_74,-33.87,12.4,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,19.547275769684443,4.268324168137305,,-20.0,0.0,0.0,26.586,17.6,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,274.35,0.0,456.6713471811196,456.6713471811196,4.579613684359608,12141.064436157245,-0.9851353493369028
train_75,-27.67,22.0,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,20.985221692894303,4.316722474694367,2963.0,-20.0,0.0,0.0,26.586,17.42,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,291.3,0.0,456.6713471811196,456.6713471811196,4.861378468482642,12141.064436157245,-0.9851353493369028
train_76,26.06,17.71,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,24.86690687394643,4.825092264469002,6821.424125161236,-19.0,0.0,0.0,26.586,17.42,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,291.3,0.0,456.6713471811196,456.6713471811196,5.1536645334352,12141.064436157245,-0.9851353493369028
train_77,24.83,18.32,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,24.86690687394643,4.825092264469002,6821.424125161236,-19.0,0.0,0.0,26.586,17.42,,1.0,0.0,0.0074323253315486,0.9925676746684514,7.180000000000001,361.889831804012,284.54999999999995,0.0,456.6713471811196,456.6713471811196,5.1536645334352,12141.064436157245,-0.9851353493369028
train_78,-0.74,77.0,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,39.50209778432544,5.672779360608499,200.0,-14.0,3.0,0.5317002414267542,26.586,16.41,,1.0,0.0,0.3975690401900061,0.602430959809994,7.180000000000001,359.25640897871745,313.0577516751214,0.0,456.6713471811196,456.6713471811196,6.963446887891687,12141.064436157245,-0.20486191961998784
train_79,-21.6,31.35,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,25.304119263505296,4.625866041340975,1011.3168258520471,-18.0,1.0,0.3294250477679347,9.043,16.46,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.470136626820689,4129.678992558864,0.07040310952291401
train_8,-19.12,34.19,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,27.471309727359337,4.6559011513205375,532.4103360365935,-18.0,1.0,0.2508428795524317,90.699,16.5,,1.0,0.0,0.535201554761457,0.464798445238543,7.179999999999999,358.32738950536014,246.5773917443184,0.0,456.6713471811196,456.6713471811196,5.900320654266412,41419.63451798036,0.07040310952291401
train_80,4.25,113.05,160.0,168.0,0.0,1.0,456.6713471811196,26880.0,0.0,0.0,32.445243115691035,4.991246195228611,2318.3395602020696,-16.0,2.0,0.3989706009698649,93.926,16.58,20.0,0.0,0.0,0.6900595410978797,0.3099404589021202,7.179999999999999,357.28209809758926,405.3317026135499,0.0,456.6713471811196,456.6713471811196,6.5004293209794195,42893.31295533384,0.3801190821957595
train_81,320.67,87.0,150.0,168.0,7.0,1.0,168.0,25200.0,1050.0,657.482,28.152051889048305,4.786303881715288,,-23.0,0.0,0.0,93.926,15.990000000000002,24.800000000000004,0.0,1.0,0.0,1.0,6.5,372.38,410.9,1176.0,168.0,285.59999999999997,5.88179367310864,15779.568000000001,-1.0
