scenario_id,"Температура испытания | ASTM D445 Daimler Oxidation Test (DOT), °C","Время испытания | - Daimler Oxidation Test (DOT), ч","Количество биотоплива | - Daimler Oxidation Test (DOT), % масс","Дозировка катализатора, категория","Delta Kin. Viscosity KV100 - relative | - Daimler Oxidation Test (DOT), %","Oxidation EOT | DIN 51453 Daimler Oxidation Test (DOT), A/cm",amine_share,phenol_share,ao_total_share,amine_phenol_interaction,amine_to_phenol_ratio,both_ao_present,ao_group,share__Базовое_масло_1,share__Базовое_масло_2,share__Базовое_масло_14,share__Базовое_масло_3,share__Базовое_масло_5,share__Базовое_масло_7,dominant_base_oil,dominant_base_oil_share
train_49,160,168,0,1,-19.33,31.16,0.0,0.0,0.0,0.0,0.0,False,none,0.0,0.3076299770481988,0.0,0.27146192994711105,0.0,0.0,Базовое_масло_2,0.3076299770481988
train_5,160,168,0,1,-18.9,34.9,0.021971280862848414,0.025299274983293353,0.04727055584614177,0.0005558574762843728,0.8684206348490998,True,both,0.10053327920033309,0.12021230409509233,0.12488275710829022,0.01635251251702152,0.10426875256526706,0.0,Базовое_масло_14,0.12488275710829022
train_50,160,168,0,1,-12.44,66.03,0.03303127853527928,0.10902798198504944,0.14205926052032872,0.00360133364108758,0.30295869899811306,True,both,0.10954451890486434,0.0,0.16304961849782554,0.0,0.0,0.1778879637224707,Базовое_масло_7,0.1778879637224707
train_51,160,168,0,1,-8.49,86.06,0.05534832394147537,0.08755897009850612,0.14290729403998148,0.0048462422409940725,0.632119036578105,True,both,0.1554404942229234,0.0,0.11787865691535859,0.0,0.0,0.12860621471060069,Базовое_масло_7,0.12860621471060069
train_52,160,168,0,1,-10.35,24.07,0.0,0.04706546452919681,0.04706546452919681,0.0,0.0,False,phenol_only,0.0,0.07944907663888515,0.0,0.09321517014066687,0.0,0.0,Базовое_масло_16,0.14729213233764943
train_53,160,168,0,1,-10.17,29.96,0.0,0.04007750311396441,0.04007750311396441,0.0,0.0,False,phenol_only,0.0,0.06765301582057613,0.0,0.08450339522570104,0.0,0.0,Базовое_масло_16,0.1254231940866672
train_54,160,168,0,1,-9.59,32.08,0.0,0.04733556204718265,0.04733556204718265,0.0,0.0,False,phenol_only,0.0,0.07990501601228957,0.0,0.07340518650538372,0.0,0.0,Базовое_масло_16,0.148137406887921
train_55,160,168,0,1,-9.39,31.54,0.0,0.045726675676960586,0.045726675676960586,0.0,0.0,False,phenol_only,0.0,0.07718912788052078,0.0,0.028941041436032575,0.0,0.0,Базовое_масло_16,0.14310237097508133
train_56,160,168,0,1,-12.46,31.79,0.11162520772386146,0.053341705009338915,0.16496691273320038,0.005954278902012397,2.0926049345326376,True,both,0.0,0.09004371361737612,0.0,0.14501749931171354,0.0,0.0,Базовое_масло_16,0.16693372841305906
train_57,160,168,0,1,-11.27,27.83,0.1257985598021402,0.06011464439255883,0.18591320419469903,0.007562335687601703,2.0926093544081126,True,both,0.0,0.1014768054929307,0.0,0.08432925440965727,0.0,0.0,Базовое_масло_16,0.1881297517377465
train_58,160,168,0,1,-10.34,25.27,0.10746580018229733,0.05135407251467341,0.15881987269697073,0.0055188064954091,2.0926034161784446,True,both,0.0,0.08668848132596516,0.0,0.12904019312838233,0.0,0.0,Базовое_масло_16,0.16071340037908693
train_59,160,168,0,1,-11.63,25.33,0.11668768233420915,0.055760881043039674,0.17244856337724881,0.006506607973825839,2.092606636496786,True,both,0.0,0.0941274149900719,0.0,0.13272791646738016,0.0,0.0,Базовое_масло_16,0.17450457893091334
train_6,160,168,0,1,-17.83,32.12,0.020843202273803884,0.024000326114305876,0.04484352838810976,0.000500243651837735,0.8684187771350014,True,both,0.09537156648725693,0.10991598339628368,0.11847086126507049,0.015512920170872649,0.09891524823343037,0.0,Базовое_масло_14,0.11847086126507049
train_60,160,168,0,1,-11.57,27.21,0.10911769888030297,0.052143455977881,0.16126115485818396,0.005689773927972752,2.0926040330459923,True,both,0.0,0.08802100375813923,0.0,0.08329670712652401,0.0,0.0,Базовое_масло_16,0.16318378869227984
train_61,160,168,0,1,-11.12,28.47,0.11668768233420915,0.055760881043039674,0.17244856337724881,0.006506607973825839,2.092606636496786,True,both,0.0,0.0941274149900719,0.0,0.13272791646738016,0.0,0.0,Базовое_масло_16,0.17450457893091334
train_62,160,168,0,1,-8.33,27.92,0.10768654591730471,0.051459559027253646,0.15914610494455836,0.005541502166072602,2.0926034997069043,True,both,0.0,0.08686654832490355,0.0,0.02294288831607569,0.0,0.0,Базовое_масло_16,0.16104352212602444
train_63,160,168,0,1,-8.37,27.75,0.10744182942987598,0.051342617747147476,0.15878444717702345,0.005516344778472342,2.0926034070874406,True,both,0.0,0.0866691450522844,0.0,0.14573288722392214,0.0,0.0,Базовое_масло_16,0.16067755249888
train_64,160,168,0,1,-9.63,27.94,0.09561238616159286,0.04568974877509195,0.1413021349366848,0.004368505903510256,2.0925983645449775,True,both,0.0,0.09437220917764898,0.0,0.1354066287544619,0.0,0.0,Базовое_масло_16,0.14298680763854016
train_65,160,168,0,1,-10.22,27.95,0.09883205022534766,0.04722831138312611,0.14606036160847377,0.0046676708426754785,2.092599856551327,True,both,0.0,0.09755011135857461,0.0,0.015193869140522244,0.0,0.0,Базовое_масло_16,0.14780176420041036
train_66,160,168,0,1,-9.86,25.36,0.09883205022534766,0.04722831138312611,0.14606036160847377,0.0046676708426754785,2.092599856551327,True,both,0.0,0.09755011135857461,0.0,0.015193869140522244,0.0,0.0,Базовое_масло_16,0.14780176420041036
train_67,160,168,0,1,-9.08,28.36,0.10254651321475684,0.04900332074785061,0.15154983396260746,0.005025119678636431,2.092601461458981,True,both,0.0,0.10121639448664876,0.0,0.08354273756994039,0.0,0.0,Базовое_масло_16,0.153356684710913
train_68,160,168,0,1,-27.19,12.61,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_69,160,168,0,1,-26.61,11.28,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_7,160,168,0,1,-18.1,36.52,0.023348533709563638,0.02688514058248514,0.05023367429204878,0.0006277286111765117,0.8684226595457862,True,both,0.10683513050488763,0.09977293913131109,0.13271093671268772,0.017377557190365815,0.11080475914541973,0.0,Базовое_масло_14,0.13271093671268772
train_70,160,168,0,1,-25.66,10.78,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_71,160,168,0,1,-26.04,11.11,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_72,160,168,0,1,-25.32,12.53,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_73,160,168,0,1,-27.28,12.93,0.10403690590029205,0.0007790261066047384,0.10481593200689679,8.104746574670806e-05,133.37618448841292,True,both,0.172037393253117,0.0,0.0,0.05203968233456772,0.0,0.0,Базовое_масло_1,0.172037393253117
train_74,160,168,0,1,-33.87,12.4,0.09073900841908326,0.0006794517371906442,0.0914184601562739,6.165277690130262e-05,133.35113052060683,True,both,0.16587477801088088,0.0,0.007242118279344829,0.0,0.0,0.0,Базовое_масло_1,0.13203421731829093
train_75,160,168,0,1,-27.67,22.0,0.09073900841908326,0.0006794517371906442,0.0914184601562739,6.165277690130262e-05,133.35113052060683,True,both,0.16587477801088088,0.0,0.007242118279344829,0.0,0.0,0.0,Базовое_масло_1,0.13203421731829093
train_76,160,168,0,1,26.06,17.71,0.07124409480671673,0.0005334742446978096,0.07177756905141454,3.800688966619234e-05,133.29752651972586,True,both,0.1191101346200766,0.0,0.005686178086850113,0.0,0.0,0.0,Базовое_масло_6,0.11881558604421263
train_77,160,168,0,1,24.83,18.32,0.07124409480671673,0.0005334742446978096,0.07177756905141454,3.800688966619234e-05,133.29752651972586,True,both,0.1191101346200766,0.0,0.005686178086850113,0.0,0.0,0.0,Базовое_масло_6,0.11881558604421263
train_78,160,168,0,1,-0.74,77.0,0.04116723233422599,0.027167954733865747,0.06833518706809175,0.001118429504574786,1.5152306276586922,True,both,0.0,0.03256367539115394,0.0,0.0,0.09552541844283098,0.11574465241279888,Базовое_масло_16,0.13410696924709728
train_79,160,168,0,1,-21.6,31.35,0.024604866878510566,0.02833177077715737,0.05293663765566793,0.0006970994484044329,0.8684243087989002,True,both,0.2371810933468294,0.1573480241269736,0.04649005633498992,0.018312605265122916,0.018312605265122916,0.0,Базовое_масло_2,0.1573480241269736
train_8,160,168,0,1,-19.12,34.19,0.020843202273803884,0.024000326114305876,0.04484352838810976,0.000500243651837735,0.8684187771350014,True,both,0.09537156648725693,0.10991598339628368,0.11847086126507049,0.015512920170872649,0.09891524823343037,0.0,Базовое_масло_14,0.11847086126507049
train_80,160,168,0,1,4.25,113.05,0.023303488562537535,0.05188349620571054,0.07518698476824807,0.0012090664604142351,0.44914165630797226,True,both,0.10629196920893158,0.07923377190587978,0.0,0.08181334279630943,0.0,0.12199186548015503,Базовое_масло_7,0.12199186548015503
train_81,150,168,7,1,320.67,87.0,0.02694262580931236,0.0,0.02694262580931236,0.0,26942.62580931236,False,amine_only,0.06061538510092044,0.0,0.13299469637077752,0.0,0.0,0.0,Базовое_масло_4,0.14777416417738518
train_82,150,216,7,1,566.53,103.1,0.02694262580931236,0.0,0.02694262580931236,0.0,26942.62580931236,False,amine_only,0.06061538510092044,0.0,0.13299469637077752,0.0,0.0,0.0,Базовое_масло_4,0.14777416417738518
train_83,150,168,7,1,251.19,74.26,0.062333166529396,0.0,0.062333166529396,0.0,62333.166529396,False,amine_only,0.054454161285703954,0.0,0.11947650970557924,0.0,0.0,0.0,Базовое_масло_4,0.1327537250910452
train_84,150,216,7,1,337.08,87.72,0.062333166529396,0.0,0.062333166529396,0.0,62333.166529396,False,amine_only,0.054454161285703954,0.0,0.11947650970557924,0.0,0.0,0.0,Базовое_масло_4,0.1327537250910452
train_85,150,168,7,1,226.28,55.42,0.08783493136166975,0.0,0.08783493136166975,0.0,87834.93136166976,False,amine_only,0.05986839644402328,0.0,0.13135574729124846,0.0,0.0,0.0,Базовое_масло_4,0.14595308155555278
train_86,150,216,7,1,225.24,61.15,0.08783493136166975,0.0,0.08783493136166975,0.0,87834.93136166976,False,amine_only,0.05986839644402328,0.0,0.13135574729124846,0.0,0.0,0.0,Базовое_масло_4,0.14595308155555278
train_87,160,168,7,1,28.29,52.1,0.0739363409155005,0.0,0.0739363409155005,0.0,73936.3409155005,False,amine_only,0.07471238658355132,0.0,0.16392457380699998,0.0,0.0,0.0,Базовое_масло_14,0.16392457380699998
train_88,150,216,7,1,399.59,129.68,0.07579470390139152,0.07579470390139152,0.15158940780278304,0.005744837139499615,0.9999868066401059,True,both,0.07659025519451129,0.0,0.1680447582341553,0.0,0.0,0.0,Базовое_масло_14,0.1680447582341553
train_89,160,168,0,1,-17.16,20.84,0.06358224364878874,0.0,0.06358224364878874,0.0,63582.243648788746,False,amine_only,0.18016631938469635,0.0,0.12187066650664222,0.0,0.13688308045132677,0.0,Базовое_масло_5,0.13688308045132677
train_9,160,168,0,1,-19.54,33.87,0.02254883324842798,0.025964309339335002,0.048513142587762986,0.0005854648817032662,0.8684215140186532,True,both,0.10317596697055177,0.13457523247591602,0.12816551220736166,0.016782366045970543,0.10700963358906317,0.0,Базовое_масло_2,0.13457523247591602
train_90,154,216,7,1,519.21,134.43,0.06358224364878874,0.0,0.06358224364878874,0.0,63582.243648788746,False,amine_only,0.18016631938469635,0.0,0.12187066650664222,0.0,0.13688308045132677,0.0,Базовое_масло_5,0.13688308045132677
train_91,160,168,0,1,-25.0,35.89,0.06358224364878874,0.0,0.06358224364878874,0.0,63582.243648788746,False,amine_only,0.18016631938469635,0.0,0.12187066650664222,0.0,0.13688308045132677,0.0,Базовое_масло_5,0.13688308045132677
train_92,160,168,0,1,-20.71,36.07,0.06358224364878874,0.0,0.06358224364878874,0.0,63582.243648788746,False,amine_only,0.18016631938469635,0.0,0.12187066650664222,0.0,0.13688308045132677,0.0,Базовое_масло_5,0.13688308045132677
train_93,160,168,0,1,-21.91,89.03,0.06002252329113059,0.0,0.06002252329113059,0.0,60022.523291130594,False,amine_only,0.17007951404293076,0.0,0.11504760604716241,0.0,0.12921953383612597,0.0,Базовое_масло_5,0.12921953383612597
train_94,160,168,0,1,-13.31,10.22,0.06358224364878874,0.0,0.06358224364878874,0.0,63582.243648788746,False,amine_only,0.18016631938469635,0.0,0.12187066650664222,0.0,0.13688308045132677,0.0,Базовое_масло_5,0.13688308045132677
train_95,160,168,0,1,48.3,88.19,0.020478708092651943,0.04559433111362721,0.06607303920627915,0.0009337129975556898,0.44914046224639464,True,both,0.09340756875011993,0.11693997198180736,0.0,0.07189616956763706,0.0,0.09466574871903127,Базовое_масло_16,0.10108738413709724
train_96,160,168,0,1,1.86,78.95,0.05500424687676301,0.02135822499315121,0.07636247186991421,0.001174793080372739,2.5751986270288367,True,both,0.09741922490433581,0.049278781502881494,0.10542887200701516,0.0749839569382958,0.0,0.04208598580705043,Базовое_масло_14,0.10542887200701516
train_97,160,168,0,1,33.0,97.44,0.07082158906051185,0.027500120798234738,0.09832170985874658,0.0019476022542870158,2.575225554627497,True,both,0.22147792613590606,0.01645271957092467,0.1357466136228196,0.0,0.0,0.08083012546909982,Базовое_масло_1,0.13895018280799523
train_98,160,168,0,1,11.52,85.8,0.031084498349648722,0.03488585904743872,0.06597035739708744,0.0010844094279861868,0.8910087981087781,True,both,0.1953950374765373,0.0185971741034123,0.15343988552224105,0.0,0.0,0.09136555872537899,Базовое_масло_14,0.15343988552224105
train_99,160,168,0,1,62.3,96.92,0.03781317922191707,0.02397319899131158,0.061786378213228646,0.0009065028699811463,1.577244738630093,True,both,0.18518081694776273,0.11832993546865259,0.11833695585022438,0.0,0.0,0.06413258973451726,Базовое_масло_14,0.11833695585022438
